mmsi,timestamp,latitude,longitude,speed_knots,heading,eta_hours
VSL100000,2023-01-01 00:00:00,-29.47722602426092,-87.95117713961079,4.278441314990325,235,21
VSL100001,2023-01-01 00:01:00,44.03202071071718,-144.70693498533296,21.571313321581577,246,13
VSL100002,2023-01-01 00:02:00,12.478566852565606,72.8758056721748,15.699430792835415,248,52
VSL100003,2023-01-01 00:03:00,-14.952286826702903,96.33876736634113,23.536270198112817,108,6
VSL100004,2023-01-01 00:04:00,-19.371770357793523,87.354791948598,9.49969638879779,282,91
VSL100005,2023-01-01 00:05:00,-19.421707361743017,-90.98408351694498,11.606537880983197,147,35
VSL100006,2023-01-01 00:06:00,2.3470867987606496,-33.941739689131225,13.145091206045212,8,9
VSL100007,2023-01-01 00:07:00,32.438152808030736,-63.85167217866356,9.014294893716363,108,74
VSL100008,2023-01-01 00:08:00,13.215101674629437,-123.24166167157807,14.036392619262076,298,55
VSL100009,2023-01-01 00:09:00,49.50333506152232,56.874176495874366,5.417273005658352,292,71
VSL100010,2023-01-01 00:10:00,-15.959460190865997,-90.47669333951656,12.857760568227187,355,71
VSL100011,2023-01-01 00:11:00,28.68560682763072,-143.3469534892281,10.739132989434145,127,28
VSL100012,2023-01-01 00:12:00,-32.74322905544992,157.25965387005135,10.319063579371074,85,63
VSL100013,2023-01-01 00:13:00,53.249214488448786,175.9520563719554,4.353427996170664,49,89
VSL100014,2023-01-01 00:14:00,-52.066071779837266,-117.56023369567438,8.814819782501063,283,65
VSL100015,2023-01-01 00:15:00,-29.43248393353589,-110.39007568164664,13.345779631115748,144,95
VSL100016,2023-01-01 00:16:00,50.221764808537856,-157.7601305703848,24.654838452775266,144,45
VSL100017,2023-01-01 00:17:00,50.34008581475919,-70.39076842276401,9.876165829015893,296,26
VSL100018,2023-01-01 00:18:00,-53.56621958905029,125.01582087079146,3.5696019852293093,19,47
VSL100019,2023-01-01 00:19:00,30.56868613307938,-61.880629015224585,16.36926384555988,339,64
VSL100020,2023-01-01 00:20:00,11.86497042939493,35.572119287659206,8.225796809271802,29,27
VSL100021,2023-01-01 00:21:00,-34.988135514262765,-133.6024030280769,5.236660878881611,158,88
VSL100022,2023-01-01 00:22:00,-15.229678570055647,-58.31097868750382,17.62658589394433,79,10
VSL100023,2023-01-01 00:23:00,47.56149864492828,66.20779591631904,7.914635080025128,41,42
VSL100024,2023-01-01 00:24:00,43.352899574912456,83.28905607604958,13.90618193024985,127,45
VSL100025,2023-01-01 00:25:00,-32.444759479830026,95.12964309463717,5.393165941367953,68,14
VSL100026,2023-01-01 00:26:00,-23.732807347863307,-7.24977396105146,20.711720149548196,43,27
VSL100027,2023-01-01 00:27:00,-34.65526642044878,71.99901377324744,11.85834890015118,9,32
VSL100028,2023-01-01 00:28:00,-11.779809160656015,112.17309280477934,22.745607795009896,195,93
VSL100029,2023-01-01 00:29:00,54.168199807037,-116.22304467399371,5.542520118523717,304,95
VSL100030,2023-01-01 00:30:00,18.25112793520205,132.36834704298985,3.4497496545139006,203,64
VSL100031,2023-01-01 00:31:00,-38.89540102022111,-135.64199834248103,7.9979702102675105,248,14
VSL100032,2023-01-01 00:32:00,54.24212426102679,-105.47241674018832,17.83428755588925,79,88
VSL100033,2023-01-01 00:33:00,6.494131659506493,-160.9842474198653,11.373031206315645,204,53
VSL100034,2023-01-01 00:34:00,-1.7643186072242614,-90.224368221704,17.816028447368083,184,30
VSL100035,2023-01-01 00:35:00,2.315484105924938,78.89890314356256,7.493649319639751,160,41
VSL100036,2023-01-01 00:36:00,25.529204807647716,53.79920405992573,16.741925564886042,194,55
VSL100037,2023-01-01 00:37:00,50.435735521030296,82.71417965907466,14.720732991901375,56,51
VSL100038,2023-01-01 00:38:00,-55.40318809958061,99.9434879761435,14.99881146699081,224,89
VSL100039,2023-01-01 00:39:00,45.84141247158516,64.99670569661973,5.234624646437383,164,7
VSL100040,2023-01-01 00:40:00,-55.8805899249957,-109.4920386562932,16.365745380610544,358,37
VSL100041,2023-01-01 00:41:00,5.188475090640267,-2.027338284075512,2.1968874941977354,203,36
VSL100042,2023-01-01 00:42:00,18.23521933876019,20.947468275828157,15.31927388963172,270,89
VSL100043,2023-01-01 00:43:00,57.27402584748286,-115.3913634866164,1.521869407262183,101,43
VSL100044,2023-01-01 00:44:00,43.51134321107186,-176.39363787010745,19.18605315864948,258,26
VSL100045,2023-01-01 00:45:00,-35.558930770408764,-55.84835926872617,13.307280563869009,189,78
VSL100046,2023-01-01 00:46:00,-57.938491250898785,-58.40261061419551,18.216380871501062,88,33
VSL100047,2023-01-01 00:47:00,-0.7456281754565879,174.57411259410492,19.420123062058376,39,2
VSL100048,2023-01-01 00:48:00,9.642301297253184,-175.1281868649275,0.7560227268292641,274,21
VSL100049,2023-01-01 00:49:00,25.454535182422816,94.67169649282073,12.824106205367345,345,94
VSL100050,2023-01-01 00:50:00,7.892287662329281,6.570999459414395,23.663837166641784,167,58
VSL100051,2023-01-01 00:51:00,-44.77132200832048,-18.763784055794986,12.554802619451491,63,40
VSL100052,2023-01-01 00:52:00,42.166582062472,-10.654137415009501,19.94322693622287,345,95
VSL100053,2023-01-01 00:53:00,-5.290087535979282,152.7012241221912,19.565911314763103,256,46
VSL100054,2023-01-01 00:54:00,-38.11744580234202,-0.11331983143159619,7.710378674521773,139,68
VSL100055,2023-01-01 00:55:00,26.736864912971157,-64.07197183913185,15.228640871027983,331,89
VSL100056,2023-01-01 00:56:00,36.77490177656013,-60.38379805096541,3.073331812437838,27,38
VSL100057,2023-01-01 00:57:00,55.661377332020336,-165.34126433560522,0.8831242054055388,212,75
VSL100058,2023-01-01 00:58:00,-58.42273083288616,-128.34096938908317,12.608605960456892,266,58
VSL100059,2023-01-01 00:59:00,-46.09906708054247,-3.1916719348876086,10.9553681913304,353,78
VSL100060,2023-01-01 01:00:00,48.35326547672214,171.88705477493255,24.603128637998488,299,12
VSL100061,2023-01-01 01:01:00,-23.978274755643476,-67.91423343579078,5.981369072205248,309,6
VSL100062,2023-01-01 01:02:00,-45.05738350856329,69.57765045476268,14.588684834949936,277,57
VSL100063,2023-01-01 01:03:00,48.02242031642271,-36.4038602558978,13.679099950680914,218,18
VSL100064,2023-01-01 01:04:00,18.586191491624106,-58.62982369517522,2.1649530686214753,210,3
VSL100065,2023-01-01 01:05:00,-16.747143498694285,21.16331922370526,20.171732166683235,311,61
VSL100066,2023-01-01 01:06:00,-0.41868782184632636,146.41147717171538,24.73591812150785,332,17
VSL100067,2023-01-01 01:07:00,46.45369485115397,-52.73107352443746,12.197906654203347,51,56
VSL100068,2023-01-01 01:08:00,29.006531500984607,-79.93763922151798,1.2385122981263097,65,24
VSL100069,2023-01-01 01:09:00,-3.8470751000216907,113.26862006684519,22.05360554572287,113,53
VSL100070,2023-01-01 01:10:00,49.120104582151754,112.58616392283261,6.113887946885751,175,35
VSL100071,2023-01-01 01:11:00,52.524310502759306,-138.1480266126507,22.006867318919475,104,66
VSL100072,2023-01-01 01:12:00,25.081930679492615,157.0719459750038,21.289830399140868,261,26
VSL100073,2023-01-01 01:13:00,44.4678343644773,167.12576029680787,16.330877243460638,352,30
VSL100074,2023-01-01 01:14:00,15.967691371949428,-91.97238801247052,22.032668270387628,69,60
VSL100075,2023-01-01 01:15:00,26.38341609728407,-100.82180425038456,1.2146517672179584,273,27
VSL100076,2023-01-01 01:16:00,41.07122542997941,174.72483019875688,21.12144557396562,266,57
VSL100077,2023-01-01 01:17:00,-36.37550544627749,90.55330434334604,10.23280768676652,302,82
VSL100078,2023-01-01 01:18:00,-48.928828581100376,96.30118271360482,16.721373364607643,293,78
VSL100079,2023-01-01 01:19:00,-56.60419088030735,-136.75244149432115,11.486887612179972,218,84
VSL100080,2023-01-01 01:20:00,-28.97660413635984,-4.333042229095469,17.33047910039542,214,84
VSL100081,2023-01-01 01:21:00,-28.89903521292689,63.792380481991074,8.619813253897998,99,94
VSL100082,2023-01-01 01:22:00,47.16787105387577,174.3562987272701,8.485322063766079,230,31
VSL100083,2023-01-01 01:23:00,3.1506181662099664,174.2224936867421,5.345530109356647,201,48
VSL100084,2023-01-01 01:24:00,-17.829660948258407,-77.55503455889495,13.317551342856254,204,59
VSL100085,2023-01-01 01:25:00,19.43516831166511,132.3027553911092,9.128069063724656,356,33
VSL100086,2023-01-01 01:26:00,6.827532400008749,-111.80893706516245,15.720965693171324,98,27
VSL100087,2023-01-01 01:27:00,15.046609266958285,-159.0930370869332,10.956563820729148,298,54
VSL100088,2023-01-01 01:28:00,-15.050409873194809,74.254690187243,23.89977555951196,119,33
VSL100089,2023-01-01 01:29:00,-1.018410540173555,75.22204570013474,20.52517127581876,329,20
VSL100090,2023-01-01 01:30:00,-26.412652713409237,1.8923151239746403,14.380043895879258,335,67
VSL100091,2023-01-01 01:31:00,26.20213787355806,-159.4353441190708,12.728403046404846,44,46
VSL100092,2023-01-01 01:32:00,-13.621402064877323,-58.98797111218633,23.459978082439548,87,19
VSL100093,2023-01-01 01:33:00,26.823170214636406,145.4902409822484,2.809722202081455,213,71
VSL100094,2023-01-01 01:34:00,33.459843530603635,-61.20753418747955,20.390347053683072,293,91
VSL100095,2023-01-01 01:35:00,-34.38986850127441,-133.67736801618474,1.5574778424377655,77,70
VSL100096,2023-01-01 01:36:00,-52.14015200487297,37.101385039784134,24.328020831652104,149,29
VSL100097,2023-01-01 01:37:00,-24.67977289242676,151.02557567486673,23.30173595370007,47,26
VSL100098,2023-01-01 01:38:00,1.218834757266272,179.458683216723,11.958203995183714,260,17
VSL100099,2023-01-01 01:39:00,55.392134226888956,-27.226966184050355,3.666628411802644,210,66
VSL100100,2023-01-01 01:40:00,36.260997669466164,166.12342124854848,2.352256953366388,224,85
VSL100101,2023-01-01 01:41:00,-31.836384932714594,-121.03564971140999,23.088058890330707,49,48
VSL100102,2023-01-01 01:42:00,39.53957987436172,-150.71457909589827,23.905836291853895,260,88
VSL100103,2023-01-01 01:43:00,-33.47893704381858,-136.89883287479145,1.124133891317064,5,33
VSL100104,2023-01-01 01:44:00,-36.000410573194145,165.60577958083968,15.089767597531772,207,78
VSL100105,2023-01-01 01:45:00,-26.584241563285843,171.52646892149716,19.13871742866407,260,69
VSL100106,2023-01-01 01:46:00,-17.441113675394007,-175.08379286021568,18.538997786048874,311,3
VSL100107,2023-01-01 01:47:00,-14.707894193360943,-6.881100537150786,10.288413195067658,182,81
VSL100108,2023-01-01 01:48:00,-54.55067433793141,22.305094757496278,10.92118632085228,104,70
VSL100109,2023-01-01 01:49:00,8.06963149604762,154.93472984941053,15.446289505270954,28,80
VSL100110,2023-01-01 01:50:00,56.29238741316716,-53.74644832524284,22.93446413531149,189,66
VSL100111,2023-01-01 01:51:00,41.46522153572025,81.5725069700469,19.786543543209312,255,84
VSL100112,2023-01-01 01:52:00,12.132888874609591,-80.75615235601131,8.640980740672981,237,61
VSL100113,2023-01-01 01:53:00,36.015189283375236,172.13254673294745,2.3550309293624503,156,48
VSL100114,2023-01-01 01:54:00,32.143096816884025,14.002217600797735,17.313121549148246,118,17
VSL100115,2023-01-01 01:55:00,-28.19724145331721,-23.23439121549498,18.970738598914703,270,8
VSL100116,2023-01-01 01:56:00,-24.50787564137402,41.74335894296456,5.750228795383528,278,25
VSL100117,2023-01-01 01:57:00,30.197024073494404,-100.05321578171836,12.082714664048112,229,8
VSL100118,2023-01-01 01:58:00,-50.44281611401108,-37.67176538667215,10.68834653673629,134,29
VSL100119,2023-01-01 01:59:00,48.331566557840944,67.75117337685023,3.973115992857221,50,82
VSL100120,2023-01-01 02:00:00,47.003568819897936,-25.138113430158114,7.2743419516529935,137,59
VSL100121,2023-01-01 02:01:00,-3.0242121027005737,-35.08117179638913,23.480990932130087,2,62
VSL100122,2023-01-01 02:02:00,23.66274253364719,89.55344606118842,22.160949031220632,36,1
VSL100123,2023-01-01 02:03:00,-46.957770820331405,144.5402432894972,7.342407150888161,167,58
VSL100124,2023-01-01 02:04:00,5.1029538312225355,159.66042734754257,1.4050041325630396,1,71
VSL100125,2023-01-01 02:05:00,56.52893757555772,73.97049135052896,9.973783642863648,205,74
VSL100126,2023-01-01 02:06:00,52.221197986164384,-22.275536327095097,22.91666875708948,139,86
VSL100127,2023-01-01 02:07:00,-34.016425498954334,-42.84993293932894,11.093415782897923,37,8
VSL100128,2023-01-01 02:08:00,22.197696652139143,-57.97995330584229,20.59783983452234,278,94
VSL100129,2023-01-01 02:09:00,-20.090545812264182,-89.08397543689732,21.34000238790568,164,15
VSL100130,2023-01-01 02:10:00,-9.781578549095357,-144.58420218891592,10.38591822085269,46,22
VSL100131,2023-01-01 02:11:00,32.7572085493064,62.51839621798132,15.364742903730264,318,79
VSL100132,2023-01-01 02:12:00,50.29328644684543,76.18849358787617,21.262079213674774,201,43
VSL100133,2023-01-01 02:13:00,-29.226640060621484,-50.914745293783824,23.74733857354499,177,32
VSL100134,2023-01-01 02:14:00,41.77337662934055,69.04001048942104,17.92820582564821,132,57
VSL100135,2023-01-01 02:15:00,52.232145063238136,139.26918135452325,10.96966882011999,79,81
VSL100136,2023-01-01 02:16:00,25.268099005311214,30.318665332234332,10.280608948098422,21,19
