vessel_id,departure_time,vessel_id_was_missing
8b4a2629cef4bbcd,2023-01-02 04:00:00+00:00,0
b6dc62b8caa7439d,2023-01-02 07:00:00+00:00,0
247f9106d24c5399,2023-01-02 08:00:00+00:00,0
c142df0eaef1ebc4,2023-01-02 09:00:00+00:00,0
80400f59596f0190,2023-01-02 10:00:00+00:00,0
45bf4b52bf63e352,2023-01-02 11:00:00+00:00,0
7598be8e284f34c1,2023-01-02 12:00:00+00:00,0
c13dd09effa4eb8a,2023-01-02 13:00:00+00:00,0
f595a4bf25325431,2023-01-02 14:00:00+00:00,0
1e9e31753583fb88,2023-01-02 15:00:00+00:00,0
c5794acc8bfee21c,2023-01-02 16:00:00+00:00,0
081b39a7cf3046ec,2023-01-02 17:00:00+00:00,0
b0bde0e67726cc81,2023-01-02 18:00:00+00:00,0
edd2ae6be7260df8,2023-01-02 19:00:00+00:00,0
a9da9a323e3eaa66,2023-01-02 20:00:00+00:00,0
5a0087824fcdbbcf,2023-01-02 21:00:00+00:00,0
2478eb0e634a7452,2023-01-02 22:00:00+00:00,0
0ec8cb878c941100,2023-01-03 00:00:00+00:00,0
9bb3f4d6402301ec,2023-01-03 01:00:00+00:00,0
91c2dc99a3f541cf,2023-01-03 02:00:00+00:00,0
07ad6859c4a0087e,2023-01-03 03:00:00+00:00,0
c3024ad523f01350,2023-01-03 04:00:00+00:00,0
e50783b6257e332a,2023-01-03 05:00:00+00:00,0
8f271a92f8446477,2023-01-03 06:00:00+00:00,0
8da24ded1d03b952,2023-01-03 07:00:00+00:00,0
bb40525ec9b057df,2023-01-03 08:00:00+00:00,0
1275af2f709a9b34,2023-01-03 09:00:00+00:00,0
492b07ed6dbe2e61,2023-01-03 10:00:00+00:00,0
f7265a07cc13ad9c,2023-01-03 11:00:00+00:00,0
c1b6880c36aeef6c,2023-01-03 12:00:00+00:00,0
cbcf64f97b0966b7,2023-01-03 13:00:00+00:00,0
06ac120384a3fdb8,2023-01-03 14:00:00+00:00,0
59a653bb9efa82c8,2023-01-03 15:00:00+00:00,0
fce9fa1f15842086,2023-01-03 16:00:00+00:00,0
c3ab0c3fb6a5074c,2023-01-03 17:00:00+00:00,0
f262d61be7d7ef24,2023-01-03 18:00:00+00:00,0
8229e2758cafd42b,2023-01-03 19:00:00+00:00,0
dbc65916291e20dc,2023-01-03 20:00:00+00:00,0
07a199518f1e3d75,2023-01-03 21:00:00+00:00,0
dcf4e950547579af,2023-01-03 22:00:00+00:00,0
e75a58288e91f5d2,2023-01-03 23:00:00+00:00,0
5115b54038d82875,2023-01-04 00:00:00+00:00,0
b709c787c4ac59d0,2023-01-04 01:00:00+00:00,0
38f77e1164f6cf82,2023-01-04 02:00:00+00:00,0
2554fecd2dc02b21,2023-01-04 03:00:00+00:00,0
d490e6b2cbdf2ce0,2023-01-04 04:00:00+00:00,0
2b80fd7606f32dc3,2023-01-04 05:00:00+00:00,0
27e465e445c8196f,2023-01-04 06:00:00+00:00,0
e2bd8207c98a9325,2023-01-04 07:00:00+00:00,0
907d85fd07895228,2023-01-04 08:00:00+00:00,0
d02d292e3f461fe8,2023-01-04 09:00:00+00:00,0
32f44ab068779e18,2023-01-04 10:00:00+00:00,0
c3d6ea5d6d0ca853,2023-01-04 11:00:00+00:00,0
8360479709319b13,2023-01-04 12:00:00+00:00,0
b0a15b841c1dd0a0,2023-01-04 13:00:00+00:00,0
4237c2dda8c8375d,2023-01-04 14:00:00+00:00,0
be10541db4338fbd,2023-01-04 15:00:00+00:00,0
f8ad08977185a620,2023-01-04 16:00:00+00:00,0
ed3b5d308a8ebbbc,2023-01-04 17:00:00+00:00,0
d29cbabcdc5a4479,2023-01-04 18:00:00+00:00,0
a2dfab0784faa899,2023-01-04 19:00:00+00:00,0
26f45f099f5673bf,2023-01-04 20:00:00+00:00,0
baad988213441d88,2023-01-04 21:00:00+00:00,0
7cf210e2fb58a8c3,2023-01-04 22:00:00+00:00,0
e519ef8fe4b0f73b,2023-01-04 23:00:00+00:00,0
f9a8dc460155012d,2023-01-05 00:00:00+00:00,0
004a2962baeaa9ea,2023-01-05 01:00:00+00:00,0
eae68a5f64da7b2e,2023-01-05 02:00:00+00:00,0
cb7b4643f24d1d81,2023-01-05 03:00:00+00:00,0
acab6668067acb19,2023-01-05 04:00:00+00:00,0
0d635619636b80b8,2023-01-05 05:00:00+00:00,0
3ca11cfc0ec85b7c,2023-01-05 06:00:00+00:00,0
baff544bfe25c19e,2023-01-05 07:00:00+00:00,0
1c6dc86e607c156d,2023-01-05 08:00:00+00:00,0
3f3f8d6e0ce480ca,2023-01-05 09:00:00+00:00,0
d576164c1fbe2566,2023-01-05 10:00:00+00:00,0
c4b941ed923a4331,2023-01-05 11:00:00+00:00,0
9ad040e8839090f0,2023-01-05 12:00:00+00:00,0
8f375d2c48f81df5,2023-01-05 13:00:00+00:00,0
a566a295cb7680de,2023-01-05 14:00:00+00:00,0
172b9393d3d8a3a4,2023-01-05 15:00:00+00:00,0
90e9b1a98b940a8e,2023-01-05 16:00:00+00:00,0
74e3d1e9736b1f59,2023-01-05 17:00:00+00:00,0
80220aab052f5b76,2023-01-05 18:00:00+00:00,0
fe4486c67afe37a2,2023-01-05 19:00:00+00:00,0
c7625024d92c6adb,2023-01-05 20:00:00+00:00,0
37d525a8dde97740,2023-01-05 21:00:00+00:00,0
ee9d1a489fbe142e,2023-01-05 22:00:00+00:00,0
dd2dfa77bc53c0c0,2023-01-05 23:00:00+00:00,0
84301c085fd5f878,2023-01-06 00:00:00+00:00,0
0da3d349862b7ee7,2023-01-06 01:00:00+00:00,0
5417cb96f73e3886,2023-01-06 02:00:00+00:00,0
8b9bff84274c36b2,2023-01-06 03:00:00+00:00,0
38a2bdaf366f4df0,2023-01-06 04:00:00+00:00,0
285f9b1234735441,2023-01-06 05:00:00+00:00,0
914001e162220f83,2023-01-06 06:00:00+00:00,0
bef22be590c2851e,2023-01-06 07:00:00+00:00,0
349c0f40eab77bb5,2023-01-06 08:00:00+00:00,0
4a516ee2b82f84d7,2023-01-06 09:00:00+00:00,0
1e9bdbaa33fda9e6,2023-01-06 10:00:00+00:00,0
ececd5fd7f2f406a,2023-01-06 11:00:00+00:00,0
259a5db9cc883dbc,2023-01-06 12:00:00+00:00,0
dd4301bac970fff3,2023-01-06 13:00:00+00:00,0
d21a3b42e602c195,2023-01-06 14:00:00+00:00,0
881ed8432822f5e5,2023-01-06 15:00:00+00:00,0
56925a4a4e78f399,2023-01-06 16:00:00+00:00,0
dd6a074ab7685188,2023-01-06 17:00:00+00:00,0
60084c36e83904e2,2023-01-06 18:00:00+00:00,0
26ddb9767fd6b0f2,2023-01-06 19:00:00+00:00,0
fbdc7da15292b28e,2023-01-06 20:00:00+00:00,0
abdabc8424137c71,2023-01-06 21:00:00+00:00,0
8a5a18f6204e2577,2023-01-06 22:00:00+00:00,0
fdb87456292fdb6d,2023-01-06 23:00:00+00:00,0
23c32982031b8605,2023-01-07 00:00:00+00:00,0
f7b25b0c8cd3d07c,2023-01-07 01:00:00+00:00,0
267864ba2a8e0844,2023-01-07 02:00:00+00:00,0
b43de5c56d9ad54f,2023-01-07 03:00:00+00:00,0
8243788097084cba,2023-01-07 04:00:00+00:00,0
e07902a5ed2cdcad,2023-01-07 05:00:00+00:00,0
4281f91d2cd11bdb,2023-01-07 06:00:00+00:00,0
a44305658ff23d78,2023-01-07 07:00:00+00:00,0
6175ec939da77ad1,2023-01-07 08:00:00+00:00,0
bb892bb37aec1b8b,2023-01-07 09:00:00+00:00,0
eb1614656a339370,2023-01-07 10:00:00+00:00,0
54ac256b3710210d,2023-01-07 11:00:00+00:00,0
a2ffa9e0c6948776,2023-01-07 12:00:00+00:00,0
30234f115e5a8dd1,2023-01-07 13:00:00+00:00,0
e6f1a8df855ce9eb,2023-01-07 14:00:00+00:00,0
a769f433bf8cb9a5,2023-01-07 15:00:00+00:00,0
a1d6f20552a5dbda,2023-01-07 16:00:00+00:00,0
c532b388a520318f,2023-01-07 17:00:00+00:00,0
82c858c3ae258879,2023-01-07 18:00:00+00:00,0
b2123b7df0f0efc9,2023-01-07 19:00:00+00:00,0
d02f86554169a27e,2023-01-07 20:00:00+00:00,0
c18f73d3bc8b025e,2023-01-07 21:00:00+00:00,0
86ea718cbcd3f922,2023-01-07 22:00:00+00:00,0
c1decf8494b22e2d,2023-01-07 23:00:00+00:00,0
e52038568a187f78,2023-01-08 00:00:00+00:00,0
a420f88ba77b943b,2023-01-08 01:00:00+00:00,0
bb96d4e6866dba6a,2023-01-08 02:00:00+00:00,0
3eade728286ac8dd,2023-01-08 03:00:00+00:00,0
4f1b0b2163ecb1f2,2023-01-08 04:00:00+00:00,0
7eb8135aef885d62,2023-01-08 05:00:00+00:00,0
10419d5db4de9405,2023-01-08 06:00:00+00:00,0
853d9a5d404eb4bf,2023-01-08 07:00:00+00:00,0
08a3b8b0a82feed9,2023-01-08 08:00:00+00:00,0
c0605d85b25206dc,2023-01-08 09:00:00+00:00,0
cca8cbdec69840a5,2023-01-08 10:00:00+00:00,0
7c6bde920992740d,2023-01-08 11:00:00+00:00,0
8c23c9dd50452391,2023-01-08 12:00:00+00:00,0
4268b64221d422a5,2023-01-08 13:00:00+00:00,0
722cbd918bc37928,2023-01-08 14:00:00+00:00,0
cdaff5ce5465a178,2023-01-08 15:00:00+00:00,0
3a6e38863b5c1310,2023-01-08 16:00:00+00:00,0
d8669dd27fe74123,2023-01-08 17:00:00+00:00,0
0e8e492943b43ded,2023-01-08 18:00:00+00:00,0
99cf67f26089dbd7,2023-01-08 19:00:00+00:00,0
ca93e6980dcd7158,2023-01-08 20:00:00+00:00,0
fef6dc721302c9f4,2023-01-08 21:00:00+00:00,0
3780a8c60efd2e6c,2023-01-08 22:00:00+00:00,0
89b823c351c04aeb,2023-01-08 23:00:00+00:00,0
1585e53d1e9254cc,2023-01-09 00:00:00+00:00,0
3ca043a276cef301,2023-01-09 01:00:00+00:00,0
5919c6bd0996f1ae,2023-01-09 02:00:00+00:00,0
0bf4cc8167079cf8,2023-01-09 03:00:00+00:00,0
60572b1c8a25dfd5,2023-01-09 04:00:00+00:00,0
