vessel_id,departure_time,vessel_id_was_missing,yard_capacity_teu,yard_occupied_teu,gate_in_trucks,gate_out_trucks,avg_truck_wait_min,timestamp_was_missing_x,yard_capacity_teu_was_missing,yard_occupied_teu_was_missing,gate_in_trucks_was_missing,gate_out_trucks_was_missing,avg_truck_wait_min_was_missing,yard_utilization_ratio,timestamp_was_missing_was_missing,yard_capacity_teu_was_missing_was_missing,yard_occupied_teu_was_missing_was_missing,gate_in_trucks_was_missing_was_missing,gate_out_trucks_was_missing_was_missing,avg_truck_wait_min_was_missing_was_missing,yard_utilization_ratio_was_missing,wind_speed_mps,wave_height_m,rainfall_mm,visibility_km,temperature_c,timestamp_was_missing_y,wind_speed_mps_was_missing,wave_height_m_was_missing,rainfall_mm_was_missing,visibility_km_was_missing,temperature_c_was_missing
8b4a2629cef4bbcd,2023-01-02 04:00:00+00:00,0,46157.0,43131.0,697.0,754.0,86.88868167068438,0.0,0.0,0.0,0.0,0.0,0.0,0.9344411465216543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.412528036569706,2.8784557073529315,29.29984538760897,4.921313061782346,7.815671652060689,0,0,0,0,0,0
b6dc62b8caa7439d,2023-01-02 07:00:00+00:00,0,37599.0,31749.0,659.0,497.0,22.61989785019935,0.0,0.0,0.0,0.0,0.0,0.0,0.8444107556052023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.801437509704725,3.5238797043864416,15.91729860156319,17.476016244750706,22.323280105948303,0,0,0,0,0,0
247f9106d24c5399,2023-01-02 08:00:00+00:00,0,42863.0,45406.0,423.0,481.0,30.26830485321817,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.596125246929873,3.596288120727753,45.31926111579348,8.374791714153421,28.76541243125349,0,0,0,0,0,0
c142df0eaef1ebc4,2023-01-02 09:00:00+00:00,0,41915.0,5376.0,939.0,186.0,35.03485095282271,0.0,0.0,0.0,0.0,0.0,0.0,0.12825957294524634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.905494512235975,5.1744739080346855,19.255793970139685,8.695251673945311,8.339543265422638,0,0,0,0,0,0
80400f59596f0190,2023-01-02 10:00:00+00:00,0,20856.0,46932.0,342.0,208.0,20.159586692500085,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5130886823214738,4.708784945878416,31.2685529233334,18.34140335909307,21.531902340535662,0,0,0,0,0,0
45bf4b52bf63e352,2023-01-02 11:00:00+00:00,0,20820.0,37879.0,519.0,574.0,32.2449920827526,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.676283223089737,4.368752431143824,9.088851140048998,3.508316964260756,36.34633086162289,0,0,0,0,0,0
7598be8e284f34c1,2023-01-02 12:00:00+00:00,0,34106.0,17037.0,1030.0,184.0,51.454001497793314,0.0,0.0,0.0,0.0,0.0,0.0,0.49953087433296195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.475065603700287,2.7062906246804586,17.35388094742969,19.82554016117203,6.423047670260017,0,0,0,0,0,0
c13dd09effa4eb8a,2023-01-02 13:00:00+00:00,0,48960.0,23437.0,861.0,1026.0,14.10360880379546,0.0,0.0,0.0,0.0,0.0,0.0,0.4786968954248366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.641977472472448,0.2295848781334817,42.90502063704472,3.3664215429057203,33.71543331293539,0,0,0,0,0,0
f595a4bf25325431,2023-01-02 14:00:00+00:00,0,44560.0,39708.0,71.0,941.0,54.40930024807117,0.0,0.0,0.0,0.0,0.0,0.0,0.891113105924596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.080698115268007,5.544544417267007,46.411192025953255,12.148949206034988,16.016658768096747,0,0,0,0,0,0
1e9e31753583fb88,2023-01-02 15:00:00+00:00,0,25033.0,34828.0,770.0,988.0,29.29275219080187,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.911888005098776,2.5559978827760776,29.004573632832813,16.91897463659611,8.353250902052318,0,0,0,0,0,0
