departure_time,yard_capacity_teu,yard_occupied_teu,gate_in_trucks,gate_out_trucks,avg_truck_wait_min,timestamp_was_missing_x,yard_capacity_teu_was_missing,yard_occupied_teu_was_missing,gate_in_trucks_was_missing,gate_out_trucks_was_missing,avg_truck_wait_min_was_missing,yard_utilization_ratio,timestamp_was_missing_was_missing,yard_capacity_teu_was_missing_was_missing,yard_occupied_teu_was_missing_was_missing,gate_in_trucks_was_missing_was_missing,gate_out_trucks_was_missing_was_missing,avg_truck_wait_min_was_missing_was_missing,yard_utilization_ratio_was_missing,wind_speed_mps,wave_height_m,rainfall_mm,visibility_km,temperature_c,timestamp_was_missing_y,wind_speed_mps_was_missing,wave_height_m_was_missing,rainfall_mm_was_missing,visibility_km_was_missing,temperature_c_was_missing,wait_time_24h,wait_time_48h,wait_time_72h,congestion_score,hour,day,weekday,month,is_weekend,yard_utilization_ratio_roll_mean_24h,yard_utilization_ratio_roll_std_24h,yard_utilization_ratio_lag_24h,yard_utilization_ratio_roll_mean_48h,yard_utilization_ratio_roll_std_48h,yard_utilization_ratio_lag_48h,yard_utilization_ratio_roll_mean_72h,yard_utilization_ratio_roll_std_72h,yard_utilization_ratio_lag_72h,wait_time_24h_y,wait_time_48h_y,wait_time_72h_y,congestion_level,split
2023-01-02 04:00:00+00:00,46157.0,43131.0,697.0,754.0,86.88868167068438,0.0,0.0,0.0,0.0,0.0,0.0,0.9344411465216543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.412528036569706,2.8784557073529315,29.29984538760897,4.921313061782346,7.815671652060689,0,0,0,0,0,0,0.9625266584501638,1.2754830664427275,0.6748281182796189,0.80514972053423,4,2,0,1,0,0.9344411465216543,,,0.9344411465216543,,,0.9344411465216543,,,0.9625266584501638,1.2754830664427275,0.6748281182796189,Medium,train
2023-01-02 07:00:00+00:00,37599.0,31749.0,659.0,497.0,22.61989785019935,0.0,0.0,0.0,0.0,0.0,0.0,0.8444107556052023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.801437509704725,3.5238797043864416,15.91729860156319,17.476016244750706,22.323280105948303,0,0,0,0,0,0,0.3871354893556988,0.9029813586216267,0.15316330037607873,0.4869710408644098,7,2,0,1,0,0.8894259510634284,0.06366109992989903,0.9344411465216543,0.8894259510634284,0.06366109992989903,0.9344411465216543,0.8894259510634284,0.06366109992989903,0.9344411465216543,0.3871354893556988,0.9029813586216267,0.15316330037607873,Medium,train
2023-01-02 08:00:00+00:00,42863.0,45406.0,423.0,481.0,30.26830485321817,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.596125246929873,3.596288120727753,45.31926111579348,8.374791714153421,28.76541243125349,0,0,0,0,0,0,0.9499378057120647,0.7142357381785718,0.48428007932534667,1.0368429213308887,8,2,0,1,0,0.9262839673756189,0.07811471002027344,0.8444107556052023,0.9262839673756189,0.07811471002027344,0.8444107556052023,0.9262839673756189,0.07811471002027344,0.8444107556052023,0.9499378057120647,0.7142357381785718,0.48428007932534667,High,train
2023-01-02 09:00:00+00:00,41915.0,5376.0,939.0,186.0,35.03485095282271,0.0,0.0,0.0,0.0,0.0,0.0,0.12825957294524634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.905494512235975,5.1744739080346855,19.255793970139685,8.695251673945311,8.339543265422638,0,0,0,0,0,0,0.9477628118778151,0.8118644952319731,1.2433745736643262,-2.0439969514236846,9,2,0,1,0,0.7267778687680257,0.40407755708633253,1.0,0.7267778687680257,0.40407755708633253,1.0,0.7267778687680257,0.40407755708633253,1.0,0.9477628118778151,0.8118644952319731,1.2433745736643262,Low,train
2023-01-02 10:00:00+00:00,20856.0,46932.0,342.0,208.0,20.159586692500085,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5130886823214738,4.708784945878416,31.2685529233334,18.34140335909307,21.531902340535662,0,0,0,0,0,0,0.6617414475282976,1.4574263903017477,0.8290804576678688,1.0368429213308887,10,2,0,1,0,0.7814222950144206,0.3706603171431117,0.12825957294524634,0.7814222950144206,0.3706603171431117,0.12825957294524634,0.7814222950144206,0.3706603171431117,0.12825957294524634,0.6617414475282976,1.4574263903017477,0.8290804576678688,High,train
2023-01-02 11:00:00+00:00,20820.0,37879.0,519.0,574.0,32.2449920827526,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.676283223089737,4.368752431143824,9.088851140048998,3.508316964260756,36.34633086162289,0,0,0,0,0,0,0.5999792198698621,1.1603074725328062,0.9143015115589255,1.0368429213308887,11,2,0,1,0,0.8178519125120172,0.34332777159710354,1.0,0.8178519125120172,0.34332777159710354,1.0,0.8178519125120172,0.34332777159710354,1.0,0.5999792198698621,1.1603074725328062,0.9143015115589255,High,train
2023-01-02 12:00:00+00:00,34106.0,17037.0,1030.0,184.0,51.454001497793314,0.0,0.0,0.0,0.0,0.0,0.0,0.49953087433296195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.475065603700287,2.7062906246804586,17.35388094742969,19.82554016117203,6.423047670260017,0,0,0,0,0,0,0.9106504838893883,1.3239384798067064,0.21279700337739607,-0.7318776628996121,12,2,0,1,0,0.7723774784864378,0.3357138186131477,1.0,0.7723774784864378,0.3357138186131477,1.0,0.7723774784864378,0.3357138186131477,1.0,0.9106504838893883,1.3239384798067064,0.21279700337739607,Low,train
2023-01-02 13:00:00+00:00,48960.0,23437.0,861.0,1026.0,14.10360880379546,0.0,0.0,0.0,0.0,0.0,0.0,0.4786968954248366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.641977472472448,0.2295848781334817,42.90502063704472,3.3664215429057203,33.71543331293539,0,0,0,0,0,0,0.3507322081304386,0.44875522224121217,0.5850797236519465,-0.805507554248277,13,2,0,1,0,0.7356674056037377,0.3276953849681363,0.49953087433296195,0.7356674056037377,0.3276953849681363,0.49953087433296195,0.7356674056037377,0.3276953849681363,0.49953087433296195,0.3507322081304386,0.44875522224121217,0.5850797236519465,Low,train
2023-01-02 14:00:00+00:00,44560.0,39708.0,71.0,941.0,54.40930024807117,0.0,0.0,0.0,0.0,0.0,0.0,0.891113105924596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.080698115268007,5.544544417267007,46.411192025953255,12.148949206034988,16.016658768096747,0,0,0,0,0,0,0.4638663683197303,0.8028894377809923,1.1398359327140974,0.6520229973297755,14,2,0,1,0,0.752939150083833,0.3108794791872077,0.4786968954248366,0.752939150083833,0.3108794791872077,0.4786968954248366,0.752939150083833,0.3108794791872077,0.4786968954248366,0.4638663683197303,0.8028894377809923,1.1398359327140974,Medium,train
2023-01-02 15:00:00+00:00,25033.0,34828.0,770.0,988.0,29.29275219080187,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.911888005098776,2.5559978827760776,29.004573632832813,16.91897463659611,8.353250902052318,0,0,0,0,0,0,1.128287272741816,0.43277812943018407,0.5934376062633647,1.0368429213308887,15,2,0,1,0,0.7776452350754497,0.30333398568480124,0.891113105924596,0.7776452350754497,0.30333398568480124,0.891113105924596,0.7776452350754497,0.30333398568480124,0.891113105924596,1.128287272741816,0.43277812943018407,0.5934376062633647,High,train
2023-01-02 16:00:00+00:00,35275.0,19475.0,197.0,857.0,88.44500424098868,0.0,0.0,0.0,0.0,0.0,0.0,0.5520907158043941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.08707089148456,0.3656566810726558,25.679714832148555,5.44020164451887,36.803260038444,0,0,0,0,0,0,0.5213020675695396,0.25901185612099503,0.4900553837724415,-0.5461245989308616,16,2,0,1,0,0.7571402787780811,0.2956946765577823,1.0,0.7571402787780811,0.2956946765577823,1.0,0.7571402787780811,0.2956946765577823,1.0,0.5213020675695396,0.25901185612099503,0.4900553837724415,Low,train
2023-01-02 17:00:00+00:00,41527.0,23262.0,260.0,364.0,19.534212397647455,0.0,0.0,0.0,0.0,0.0,0.0,0.5601656753437523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.972637714449654,4.379944053188348,40.58786806352951,10.414484950673696,20.219994030037864,0,0,0,0,0,0,0.5537509013306757,0.8512628958715133,0.7498646439283265,-0.5175866803628472,17,2,0,1,0,0.740725728491887,0.2876107158060337,0.5520907158043941,0.740725728491887,0.2876107158060337,0.5520907158043941,0.740725728491887,0.2876107158060337,0.5520907158043941,0.5537509013306757,0.8512628958715133,0.7498646439283265,Low,train
2023-01-02 18:00:00+00:00,46298.0,41641.0,485.0,644.0,64.54844500766158,0.0,0.0,0.0,0.0,0.0,0.0,0.8994125016199404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.438906574206248,1.9639181659962717,36.63886644608595,16.806867058885544,31.014669468424582,0,0,0,0,0,0,0.7189504242606181,1.3886647723736563,0.5289829735855017,0.6813541013883218,18,2,0,1,0,0.752932403347891,0.278861318046761,0.5601656753437523,0.752932403347891,0.278861318046761,0.5601656753437523,0.752932403347891,0.278861318046761,0.5601656753437523,0.7189504242606181,1.3886647723736563,0.5289829735855017,Medium,train
2023-01-02 19:00:00+00:00,21462.0,44492.0,154.0,1069.0,10.972898357265096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.142340690543756,2.2609133400452825,36.21014972031467,17.1870890976912,34.14242267135656,0,0,0,0,0,0,1.048237125526266,0.23782483383108516,0.22900517925084402,1.0368429213308887,19,2,0,1,0,0.7705800888230417,0.275938376971263,0.8994125016199404,0.7705800888230417,0.275938376971263,0.8994125016199404,0.7705800888230417,0.275938376971263,0.8994125016199404,1.048237125526266,0.23782483383108516,0.22900517925084402,High,train
2023-01-02 20:00:00+00:00,41187.0,36900.0,1083.0,1152.0,88.629520538603,0.0,0.0,0.0,0.0,0.0,0.0,0.8959137591958628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.571361705940827,2.3724357203077764,6.520114792591436,13.792876197398536,13.749535560611092,0,0,0,0,0,0,0.41165915917274704,0.6527844928300175,0.6774600961962822,0.6689891073716807,20,2,0,1,0,0.7789356668478965,0.26786285619152395,1.0,0.7789356668478965,0.26786285619152395,1.0,0.7789356668478965,0.26786285619152395,1.0,0.41165915917274704,0.6527844928300175,0.6774600961962822,Medium,train
2023-01-02 21:00:00+00:00,45871.0,37803.0,221.0,972.0,86.40725597500135,0.0,0.0,0.0,0.0,0.0,0.0,0.8241154542085414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.190427231377007,2.864115305141631,21.813484358898,9.51631523920726,26.312359132171803,0,0,0,0,0,0,1.2172869359310416,1.2836140001264138,0.8437765453285462,0.41524490332177494,21,2,0,1,0,0.7817594035579367,0.2590264817273793,0.8959137591958628,0.7817594035579367,0.2590264817273793,0.8959137591958628,0.7817594035579367,0.2590264817273793,0.8959137591958628,1.2172869359310416,1.2836140001264138,0.8437765453285462,Medium,train
2023-01-02 22:00:00+00:00,48465.0,18161.0,499.0,909.0,25.478470213181627,0.0,0.0,0.0,0.0,0.0,0.0,0.37472402764881874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.805920766854825,4.632521829372692,2.6167960745765937,12.323700738297834,32.53504425234681,0,0,0,0,0,0,0.45519992921689517,0.29688426665650974,0.5511865448985009,-1.1729606937237917,22,2,0,1,0,0.757816146151518,0.2695311691163394,0.8241154542085414,0.757816146151518,0.2695311691163394,0.8241154542085414,0.757816146151518,0.2695311691163394,0.8241154542085414,0.45519992921689517,0.29688426665650974,0.5511865448985009,Low,train
2023-01-03 00:00:00+00:00,46694.0,10765.0,146.0,608.0,56.65728163791378,0.0,0.0,0.0,0.0,0.0,0.0,0.23054353878442627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.183079865947526,4.612948641390331,23.59563208862536,3.263867419291372,13.273233018385463,0,0,0,0,0,0,0.33533702917735103,0.936983805866314,0.19459387187991606,-1.682512602962902,0,3,1,1,0,0.728523223520013,0.2895151997218705,0.37472402764881874,0.728523223520013,0.2895151997218705,0.37472402764881874,0.728523223520013,0.2895151997218705,0.37472402764881874,0.33533702917735103,0.936983805866314,0.19459387187991606,Low,train
2023-01-03 01:00:00+00:00,43179.0,10844.0,66.0,116.0,86.1419410810276,0.0,0.0,0.0,0.0,0.0,0.0,0.25114060075499667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4829051822207,4.957304703618334,45.99343219623167,8.805946798256665,21.51155581431013,0,0,0,0,0,0,0.9679489420713746,0.8629055019847393,0.881171205669176,-1.6097200057503094,1,3,1,1,0,0.7033978223218542,0.3019219549068483,0.23054353878442627,0.7033978223218542,0.3019219549068483,0.23054353878442627,0.7033978223218542,0.3019219549068483,0.23054353878442627,0.9679489420713746,0.8629055019847393,0.881171205669176,Low,train
2023-01-03 02:00:00+00:00,47251.0,45597.0,290.0,980.0,26.558658129461527,0.0,0.0,0.0,0.0,0.0,0.0,0.9649954498317496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.435884575752787,3.815795955537913,43.22620060122075,9.648379768100463,32.71902035215728,0,0,0,0,0,0,1.0754569567948893,1.031234181564445,0.8987236888519234,0.9131324559914051,2,3,1,1,0,0.716477703697349,0.29963444888105156,0.25114060075499667,0.716477703697349,0.29963444888105156,0.25114060075499667,0.716477703697349,0.29963444888105156,0.25114060075499667,1.0754569567948893,1.031234181564445,0.8987236888519234,Medium,train
2023-01-03 03:00:00+00:00,42822.0,27982.0,1015.0,309.0,6.894728213944843,0.0,0.0,0.0,0.0,0.0,0.0,0.653449161645883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.40556110400961,3.368026040239484,36.27626023081791,19.895145345343163,39.90625715749452,0,0,0,0,0,0,0.3978086642786026,0.3967415885334514,0.6905652813817977,-0.18791115408246703,3,3,1,1,0,0.7134763445520411,0.29237122652467107,0.9649954498317496,0.7134763445520411,0.29237122652467107,0.9649954498317496,0.7134763445520411,0.29237122652467107,0.9649954498317496,0.3978086642786026,0.3967415885334514,0.6905652813817977,Low,train
2023-01-03 04:00:00+00:00,40355.0,17241.0,776.0,1024.0,57.75159950700983,0.0,0.0,0.0,0.0,0.0,0.0,0.4272333044232437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7453626462552015,0.4401571621747917,39.28380967362665,5.597931351713909,23.24438378099264,0,0,0,0,0,0,1.2754830664427275,0.6748281182796189,0.5459358059890114,-0.9873863317285401,4,3,1,1,0,0.6893235901664024,0.2941494390501913,0.653449161645883,0.7004652972734594,0.29177857213375796,0.653449161645883,0.7004652972734594,0.29177857213375796,0.653449161645883,1.2754830664427275,0.6748281182796189,0.5459358059890114,Low,train
2023-01-03 05:00:00+00:00,29574.0,25170.0,871.0,128.0,80.98483573468907,0.0,0.0,0.0,0.0,0.0,0.0,0.8510854128626496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.169172947076195,1.2379202461765522,26.487279718648743,4.205402409351796,7.631134349574593,0,0,0,0,0,0,0.2484148596803788,0.24102041050164733,1.4059158392480309,0.5105601157512887,5,3,1,1,0,0.6966764002889592,0.2891247327782095,0.4272333044232437,0.7070139979512503,0.2867949450749342,0.4272333044232437,0.7070139979512503,0.2867949450749342,0.4272333044232437,0.2484148596803788,0.24102041050164733,1.4059158392480309,Medium,train
2023-01-03 06:00:00+00:00,23221.0,41733.0,132.0,546.0,89.44581988957201,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.37131515836239,3.413439538242496,39.10070864113246,16.299652084237415,39.16473734152951,0,0,0,0,0,0,0.3885393090006458,0.9476882874878084,1.064737454381127,1.0368429213308887,6,3,1,1,0,0.7098643828850912,0.2894713294778769,0.8510854128626496,0.7192217480366149,0.28679591205599936,0.8510854128626496,0.7192217480366149,0.28679591205599936,0.8510854128626496,0.3885393090006458,0.9476882874878084,1.064737454381127,High,train
2023-01-03 07:00:00+00:00,23749.0,40189.0,92.0,123.0,23.228129361341928,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5056943294640623,0.9278726185296208,38.18417959806237,9.460731954959169,16.400616795979747,0,0,0,0,0,0,0.9029813586216267,0.15316330037607873,0.3216693498069264,1.0368429213308887,7,3,1,1,0,0.716629132641387,0.2945322748618545,1.0,0.7304528781151503,0.2863183367236936,1.0,0.7304528781151503,0.2863183367236936,1.0,0.9029813586216267,0.15316330037607873,0.3216693498069264,High,train
2023-01-03 08:00:00+00:00,39477.0,12448.0,995.0,227.0,56.99626834272388,0.0,0.0,0.0,0.0,0.0,0.0,0.31532284621425133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.387004755891876,5.288835622234128,28.572810843000152,18.94636667266047,30.42937488987711,0,0,0,0,0,0,0.7142357381785718,0.48428007932534667,0.973094463575741,-1.3828919101417834,8,3,1,1,0,0.6868605607376587,0.2991540775519921,1.0,0.7144863384266541,0.29210828895580127,1.0,0.7144863384266541,0.29210828895580127,1.0,0.7142357381785718,0.48428007932534667,0.973094463575741,Low,train
2023-01-03 09:00:00+00:00,22336.0,47136.0,1043.0,282.0,56.8657687126689,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.198905707847794,5.7578167899606445,49.74576778767555,7.834338672383778,16.299649248802876,0,0,0,0,0,0,0.8118644952319731,1.2433745736643262,1.247574816085608,1.0368429213308887,9,3,1,1,0,0.7247623184356915,0.2797588504545801,0.31532284621425133,0.7250609184849262,0.2916583997517887,0.31532284621425133,0.7250609184849262,0.2916583997517887,0.31532284621425133,0.8118644952319731,1.2433745736643262,1.247574816085608,High,train
